Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths,Latitude,Longitude
GOOD SAMARITAN SOCIETY - MOTT,355099,401 MILLIONAIRE AVE,MOTT,Hettinger,7,1,11,3,32,12,3,0,46.374778,-102.317305
WOODSIDE VILLAGE,355112,4000 24TH AVE S,GRAND FORKS,Grand Forks,8,16,57,0,134,64,290,0,47.896633,-97.086929
ST GERARD'S COMMUNITY OF CARE,355038,613 1ST AVE SW,HANKINSON,Richland,0,7,9,0,32,9,15,0,46.067215,-96.903618
LUTHERAN HOME OF THE GOOD SHEPHERD,355041,1226 1ST AVE N,NEW ROCKFORD,Eddy,10,14,12,2,52,35,15,0,47.681181,-99.145134
"AUGUSTA PLACE, A PROSPERA COMMUNITY",355125,301 LORRAIN DRIVE,BISMARCK,Burleigh,13,0,8,0,48,24,3,0,46.849769,-100.789111
EVENTIDE AT SHEYENNE CROSSINGS,355124,125 13TH AVENUE WEST,WEST FARGO,Cass,5,1,0,0,63,35,4,0,46.862399,-96.90123600000001
BAPTIST HEALTH CARE CENTER,355058,3400 NEBRASKA DRIVE,BISMARCK,Burleigh,22,31,23,5,135,65,93,0,46.843067,-100.746001
NAPOLEON CARE CENTER,355102,311 E 4TH ST,NAPOLEON,Logan,10,2,6,4,29,18,6,0,46.503202,-99.764634
GOOD SAMARITAN SOCIETY - MOHALL,355094,602 E MAIN ST,MOHALL,Renville,3,8,13,1,41,15,17,0,48.763482,-101.503291
ELIM CARE CENTER,355085,3534 UNIVERSITY DR S,FARGO,Cass,0,0,0,0,0,0,0,0,46.825204,-96.80288800000001
WEDGEWOOD MANOR,355087,804 MAIN ST W,CAVALIER,Pembina,1,11,5,0,39,5,16,0,48.793237,-97.63383
MAPLE MANOR CARE CENTER,355050,1116 9TH AVE,LANGDON,Cavalier,2,0,3,0,40,3,0,0,48.76119,-98.38081
ST CATHERINES LIVING CENTER,355033,1307 N 7TH ST,WAHPETON,Richland,17,3,12,2,41,13,8,0,46.277409,-96.609516
FOUR SEASONS HEALTH CARE INC,355103,483 4TH ST SW,FORMAN,Sargent,0,0,0,0,32,3,2,0,46.10588,-97.637785
ROSEWOOD ON BROADWAY,355047,1351 N BROADWAY,FARGO,Cass,30,5,49,9,116,68,18,0,46.894716,-96.78763
WESTERN HORIZONS CARE CENTER,355042,1104  HWY 12,HETTINGER,Adams,2,0,7,0,33,3,1,0,46.00138,-102.62804300000002
STRASBURG NURSING HOME,355049,409 S 3RD ST,STRASBURG,Emmons,27,6,11,6,35,38,14,0,46.131001,-100.16437100000002
ST VINCENT'S - A PROSPERA COMMUNITY,355060,1021 N 26TH ST,BISMARCK,Burleigh,42,0,14,1,98,53,3,0,46.815856,-100.751994
GRIGGS COUNTY CARE CENTER,355039,1200 ROBERTS AVE NE,COOPERSTOWN,Griggs,5,3,8,0,35,12,10,0,47.44562400000001,-98.11855
COLONIAL HAVEN,285204,424 HARRISON,BEEMER,Cuming,0,0,3,0,,3,5,0,41.931623,-96.804782
LOUISVILLE CARE CENTER,285267,410 WEST 5TH STREET,LOUISVILLE,Cass,0,14,13,0,46,2,14,0,40.997512,-96.165833
PRESTIGE CARE CENTER OF NEBRASKA CITY,285109,1420 NORTH 10TH STREET,NEBRASKA CITY,Otoe,0,0,0,0,52,1,0,0,40.68947,-95.857538
HERITAGE CARE CENTER,285262,"P O BOX 667, 909 17TH STREET",FAIRBURY,Jefferson,2,1,9,0,58,7,24,0,0,0
MITCHELL CARE CENTER,285287,1723 23RD STREET,MITCHELL,Scotts Bluff,10,4,3,2,256,23,32,0,41.94925500000001,-103.81134
EASTMONT TOWERS,285036,6315 O STREET,LINCOLN,Lancaster,3,6,6,0,6,13,59,0,40.813272,-96.633349
MT CARMEL HOME- KEENS MEMORIAL,285216,412 WEST 18TH STREET,KEARNEY,Buffalo,41,1,22,4,48,43,7,0,40.692498,-99.087972
GOOD SAMARITAN SOCIETY - AUBURN,285112,1322 U STREET,AUBURN,Nemaha,0,1,9,0,62,8,0,0,40.390675,-95.854208
CHIMNEY ROCK VILLA,285260,"P O BOX A, 106 EAST 13TH STREET",BAYARD,Morrill,10,3,10,0,38,9,2,0,0,0
GOLD CREST RETIREMENT CENTER,285065,200 LEVI LANE,ADAMS,Gage,0,0,10,0,41,13,0,0,40.453326,-96.52184700000001
GOOD SAMARITAN SOCIETY - ALBION,285197,"P O BOX 271, 1222 SOUTH 7TH STREET",ALBION,Boone,0,0,7,0,52,4,5,0,0,0
MOTHER HULL HOME,285254,125 EAST 23RD STREET,KEARNEY,Buffalo,0,3,11,0,41,14,1,1,40.698662,-99.079957
AZRIA HEALTH GRETNA,285146,700 HIGHWAY 6,GRETNA,Sarpy,0,12,4,0,53,6,8,0,0,0
PARKSIDE MANOR,285245,"P O BOX 350, 607 NORTH MAIN STREET",STUART,Holt,12,0,8,4,19,15,0,0,0,0
BROOKESTONE ACRES,285291,4715 38TH STREET,COLUMBUS,Platte,2,4,15,2,61,15,33,0,41.453276,-97.386408
GOOD SAMARITAN SOCIETY - ST LUKE'S VILLAGE,285192,2201 EAST 32ND STREET,KEARNEY,Buffalo,0,0,0,0,41,3,3,0,40.706433,-99.049702
ARBOR CARE CENTERS-NELIGH LLC,285124,"PO BOX 66, 1100 NORTH T STREET",NELIGH,Antelope,0,6,16,0,36,3,19,0,0,0
GOOD SAMARITAN SOCIETY - OSCEOLA,285193,600 CENTER DRIVE,OSCEOLA,Polk,1,0,13,0,33,4,3,0,41.183433,-97.547964
GOOD SAMARITAN SOCIETY - COLONIAL VILLA,285185,719 NORTH BROWN STREET,ALMA,Harlan,0,1,6,0,36,2,12,0,40.106528,-99.364276
WESTFIELD QUALITY CARE OF AURORA,285263,"PO BOX 166, 1313 1ST STREET",AURORA,Hamilton,33,32,18,13,45,22,34,0,0,0
ARBOR CARE CENTERS-FRANKLIN LLC,285096,1006 M STREET,FRANKLIN,Franklin,0,0,5,0,27,0,5,0,40.09665,-98.959741
"CALLAWAY GOOD LIFE CENTER, INC",285200,"PO BOX 250, 600 WEST KIMBALL STREET",CALLAWAY,Custer,12,41,7,3,27,7,55,0,0,0
TABITHA NURSING HOME,285057,4720 RANDOLPH STREET,LINCOLN,Lancaster,20,4,99,0,161,25,69,0,40.806189,-96.654902
MEMORIAL COMMUNITY CARE,28E191,1423 SEVENTH STREET,AURORA,Hamilton,1,2,10,0,39,5,9,0,40.871812,-98.009531
GORDON COUNTRYSIDE CARE,28E257,500 EAST 10TH STREET,GORDON,Sheridan,0,48,5,0,23,6,1,0,42.814389,-102.197212
MONUMENT REHABILITATION AND CARE CENTER,285095,111 WEST 36TH STREET,SCOTTSBLUFF,Scotts Bluff,59,1,8,3,79,58,29,0,41.882131,-103.664707
GOOD SAMARITAN SOCIETY - SUPERIOR,285187,1710 IDAHO STREET,SUPERIOR,Nuckolls,0,0,6,0,45,2,0,0,40.034989,-98.066653
OMAHA NURSING AND REHABILITATION CENTER,285240,4835 SOUTH 49TH STREET,OMAHA,Douglas,40,0,14,1,54,27,8,0,41.210528,-95.988574
ELWOOD CARE CENTER,285215,"P O BOX 315, 607 SMITH AVENUE",ELWOOD,Gosper,0,0,10,0,33,2,1,0,0,0
EMERALD NURSING & REHAB COZAD,285093,318 WEST 18TH STREET,COZAD,Dawson,23,1,9,2,48,14,8,0,40.868719,-99.989638
FLORENCE HOME,285173,7915 NORTH 30TH STREET,OMAHA,Douglas,37,8,31,12,70,20,10,0,41.331491,-95.959057
KIMBALL COUNTY MANOR,285256,810 EAST 7TH STREET,KIMBALL,Kimball,0,1,8,0,42,3,7,0,41.230937,-103.652709
ARBOR CARE CENTERS-HARTINGTON LLC,285088,"PO BOX 107, 401 DARLENE STREET",HARTINGTON,Cedar,13,12,15,3,20,7,8,0,0,0
"PREMIER ESTATES OF PAWNEE, LLC",285157,"P O BOX 513, 438 12TH STREET",PAWNEE CITY,Pawnee,1,4,5,0,27,1,5,0,0,0
DOUGLAS COUNTY HEALTH CENTER,285019,4102 WOOLWORTH AVENUE,OMAHA,Douglas,10,13,29,0,180,38,54,0,41.245156,-95.974516
ARBOR CARE CENTERS-O'NEILL LLC,285108,"PO BOX 756, 1102 NORTH HARRISON",O' NEILL,Holt,4,13,29,1,38,11,13,0,0,0
HILLCREST COUNTRY ESTATES-COTTAGES,285293,6082 GRAND LODGE AVENUE,PAPILLION,Sarpy,8,3,21,1,84,37,2,0,41.14206,-96.00736
PONDEROSA VILLA,285250,"P O BOX 526, FIRST & PADDOCK STREET",CRAWFORD,Dawes,5,6,5,0,21,9,51,0,0,0
REGIONAL WEST GARDEN COUNTY NURSING HOME,28E180,1100 WEST 2ND,OSHKOSH,Garden,0,0,5,0,23,0,0,0,41.412485,-102.347573
GOOD SAMARITAN SOCIETY - SYRACUSE,285138,"P O BOX F-1, 1622 WALNUT STREET",SYRACUSE,Otoe,7,0,14,0,40,2,9,0,0,0
SOUTHLAKE VILLAGE REHABILITATION & CARE CENTER,285219,9401 ANDERMATT DRIVE,LINCOLN,Lancaster,0,0,0,0,107,15,34,0,40.73161,-96.590808
FAIRVIEW MANOR,285206,255 F STREET,FAIRMONT,Fillmore,16,6,7,2,32,12,9,0,40.635171,-97.590088
CLOVERLODGE CARE CENTER,285201,301 NORTH 13TH STREET,ST EDWARD,Boone,15,8,9,3,30,9,30,0,41.572517,-97.85314800000002
JEFFERSON COMMUNITY HEALTH & LIFE GARDENSIDE,285282,"P O BOX 277, 2200 NORTH H STREET",FAIRBURY,Jefferson,0,0,4,0,33,13,8,0,0,0
"QUALITY LIVING, INC",28A060,6404 NORTH 70TH PLAZA,OMAHA,Douglas,3,5,3,0,112,33,99,0,41.31595,-96.019592
ARBOR CARE CENTERS-COUNTRYSIDE LLC,285207,703 NORTH MAIN STREET,MADISON,Madison,37,27,30,4,45,21,42,0,41.838187,-97.455079
AZRIA HEALTH MONTCLAIR,285054,2525 SOUTH 135TH AVENUE,OMAHA,Douglas,11,19,18,2,128,16,26,0,41.236192,-96.124752
DUNKLAU GARDENS,285119,450 EAST 23RD STREET,FREMONT,Dodge,8,21,38,3,78,15,16,0,41.451464,-96.492473
YORK GENERAL HEARTHSTONE,285131,"P O BOX 159, 2600 NORTH LINCOLN AVENUE",YORK,York,1,19,26,0,87,10,28,0,0,0
MID-NEBRASKA LUTHERAN HOME,285213,109 NORTH 2ND STREET,NEWMAN GROVE,Madison,1,0,5,0,30,2,1,0,41.747495,-97.782287
HERITAGE ESTATES,285071,2325 LODGE DRIVE,GERING,Scotts Bluff,38,0,17,3,82,59,0,0,41.819746,-103.678031
THE LIGHTHOUSE AT LAKESIDE VILLAGE,285280,17600 ARBOR STREET,OMAHA,Douglas,0,0,9,0,35,5,0,0,41.236709,-96.189927
ARBOR CARE CENTERS-TEKAMAH LLC,285118,823 M STREET,TEKAMAH,Burt,0,0,9,0,26,15,54,0,41.778094,-96.214141
SUMNER PLACE,285002,1750 SOUTH 20TH STREET,LINCOLN,Lancaster,1,0,17,0,85,11,15,0,40.794896,-96.691948
THE AMBASSADOR OMAHA,285127,1540 NORTH 72ND STREET,OMAHA,Douglas,2,8,5,1,81,10,2,0,41.273759,-96.023931
BROOKESTONE VIEW,285297,850 LAUREL PARKWAY DRIVE,BROKEN BOW,Custer,0,1,15,0,48,11,29,0,0,0
BEATRICE HEALTH AND REHABILITATION,285130,1800 IRVING STREET,BEATRICE,Gage,0,4,8,0,66,4,29,0,40.280004,-96.729987
THE AMBASSADOR NEBRASKA CITY,285126,1800 14TH AVENUE,NEBRASKA CITY,Otoe,0,0,0,0,42,1,0,0,40.689294,-95.867067
BERTRAND NURSING HOME,285258,"PO BOX 97, 100 MINOR AVENUE",BERTRAND,Phelps,9,0,10,0,17,4,1,0,0,0
"PREMIER ESTATES OF PIERCE, LLC",285139,"P O BOX 189, 515 EAST MAIN STREET",PIERCE,Pierce,44,7,17,7,36,21,9,0,0,0
HARVARD REST HAVEN,285272,400 EAST 7TH STREET,HARVARD,Clay,0,3,8,0,25,3,17,0,40.622616,-98.093571
WAKEFIELD HEALTH CARE CENTER,285209,306 ASH STREET,WAKEFIELD,Dixon,2,0,11,0,25,5,0,0,42.269158,-96.872372
ROSE BLUMKIN JEWISH HOME,285059,323 SOUTH 132ND STREET,OMAHA,Douglas,1,2,20,0,76,31,49,0,41.257405,-96.119648
EMERALD NURSING & REHAB LAKEVIEW,285106,1405 WEST HWY 34,GRAND ISLAND,Hall,47,1,22,20,61,5,4,0,40.887282,-98.344975
CROWELL MEMORIAL HOME,285210,245 SOUTH 22ND STREET,BLAIR,Washington,39,3,14,3,42,33,1,0,41.542193,-96.145802
NYE LEGACY HEALTH & REHABILITATION CENTER,285278,3210 N CLARKSON,FREMONT,Dodge,15,19,30,9,82,31,30,0,0,0
"SUTTON COMMUNITY HOME, INC.",285277,1106 NORTH SAUNDERS,SUTTON,Clay,1,2,1,0,25,8,0,0,40.616247,-97.859679
SKYVIEW CARE AND REHAB AT BRIDGEPORT,285224,505 O STREET,BRIDGEPORT,Morrill,2,1,6,0,,9,18,0,41.670303,-103.096849
HILLCREST SHADOW LAKE,28E299,1507 E GOLD COAST ROAD,PAPILLION,Sarpy,0,0,15,0,89,4,5,0,41.13788,-96.03681
SUNRISE COUNTRY MANOR,285232,"PO BOX A, 610 224TH STREET",MILFORD,Seward,17,5,9,0,60,9,57,0,0,0
RIVER CITY NURSING AND REHABILITATION,285058,7410 MERCY ROAD,OMAHA,Douglas,12,37,22,0,76,13,67,0,41.237908,-96.028125
HILLTOP ESTATES,285163,"P O BOX 429, 2520 AVENUE M",GOTHENBURG,Dawson,1,0,15,0,36,8,8,0,0,0
SOUTH HAVEN LIVING CENTER,285231,1400 MARK DRIVE,WAHOO,Saunders,1,0,10,0,75,8,0,0,41.192245,-96.617367
FALLS CITY CARE CENTER,285114,2800 TOWLE STREET,FALLS CITY,Richardson,0,24,10,0,59,4,47,0,40.072241,-95.606375
GOOD SAMARITAN SOCIETY - VALENTINE,285176,601 WEST 4TH STREET,VALENTINE,Cherry,16,0,12,4,20,15,0,0,42.876158,-100.55801500000001
CREST VIEW CARE CENTER,285150,420 GORDON AVENUE,CHADRON,Dawes,0,2,12,0,30,2,2,0,42.841901,-103.004249
BROOKSIDE REHABILITATION CENTER,285049,4735 SOUTH 54TH STREET,LINCOLN,Lancaster,15,85,41,0,98,13,38,0,40.765491,-96.64677
"BETHANY HOME, INC.",285270,515 WEST FIRST STREET,MINDEN,Kearney,0,0,9,0,57,11,4,0,40.495724,-98.956634
GOOD SAMARITAN SOCIETY - BEATRICE,285203,401 S 22ND STREET,BEATRICE,Gage,2,0,12,0,65,7,1,0,40.26225,-96.724535
GENOA COMMUNITY HOSPITAL/LTC,28E271,"P O BOX 310, 606/706 EWING AVENUE",GENOA,Nance,3,2,12,1,33,6,11,0,0,0
LANCASTER REHABILITATION CENTER,285275,1001 SOUTH STREET,LINCOLN,Lancaster,0,7,81,0,216,18,10,0,40.791826,-96.705553
MAPLE CREST HEALTH CENTER,285149,2824 NORTH 66TH AVENUE,OMAHA,Douglas,75,7,19,12,120,47,21,0,41.284494,-96.014968
AVERA CREIGHTON CARE CENTRE,285284,"P O BOX 289, 1603 MAIN STREET",CREIGHTON,Knox,0,3,9,0,43,5,7,0,0,0
THE AMBASSADOR LINCOLN,285066,4405 NORMAL BLVD,LINCOLN,Lancaster,2,1,4,0,76,12,14,0,40.789391,-96.658204
EMERALD NURSING & REHAB OMAHA,285097,5505 GROVER STREET,OMAHA,Douglas,3,4,1,0,61,5,7,0,41.226979,-95.998695
PIONEER MANOR NURSING HOME,285212,"P O BOX 310, 318 N 3RD STREET",HAY SPRINGS,Sheridan,0,5,5,0,44,5,1,0,0,0
AZRIA HEALTH BROADWELL,285221,800 STOEGER DRIVE,GRAND ISLAND,Hall,37,14,5,0,53,11,30,0,40.926284,-98.36403600000001
BRIGHTON GARDENS OF OMAHA,285274,9220 WESTERN AVENUE,OMAHA,Douglas,5,0,10,0,28,8,0,0,41.270563,-96.056718
"BCP BLUE HILL, LLC",285144,414 NORTH WILLSON,BLUE HILL,Webster,5,7,8,0,34,12,11,0,40.336464,-98.44388
ROCK COUNTY HOSPITAL LONG TERM CARE,285304,100 EAST SOUTH STREET,BASSETT,Rock,16,16,4,0,18,11,0,0,42.575836,-99.538723
NORTHFIELD RETIREMENT COMMUNITIES CARE CENTER,285271,2100 CIRCLE DRIVE,SCOTTSBLUFF,Scotts Bluff,4,8,11,1,52,12,8,0,41.86884400000001,-103.650693
ST JANE DE CHANTAL,285004,2200 SOUTH 52ND STREET,LINCOLN,Lancaster,6,25,15,2,108,11,101,0,40.790348,-96.648964
HILLCREST MILLARD,285302,13225 WESTWOOD LANE,OMAHA,Douglas,18,0,13,7,37,17,5,0,41.227554,-96.121068
EL DORADO MANOR NURSING HOME,285253,"71434 HWY 25, BOX 97",TRENTON,Hitchcock,0,0,65,0,24,3,7,0,40.188311,-101.013164
STANTON HEALTH CENTER,285102,"P O BOX 407, 301 17TH STREET",STANTON,Stanton,0,14,2,0,56,5,8,0,0,0
"ARBOR CARE CENTERS-VALHAVEN, LLC",285117,300 WEST MEIGS STREET,VALLEY,Douglas,0,3,17,0,47,3,19,0,41.30623400000001,-96.352395
MIDWEST COVENANT HOME,285062,"P O BOX 367, 615 EAST 9TH STREET",STROMSBURG,Polk,21,1,21,10,16,17,21,0,0,0
HERITAGE OF EMERSON,285222,607 NEBRASKA STREET,EMERSON,Dakota,5,1,4,0,35,3,6,0,42.283943,-96.723856
HOOPER CARE CENTER,285229,400 EAST BIRCHWOOD DRIVE,HOOPER,Dodge,2,4,9,0,38,3,6,0,41.606316,-96.542284
OGLALA SIOUX LAKOTA NURSING HOME,28E300,"7835 ELDERS DRIVE, STATE HIGHWAY 87",RUSHVILLE,Sheridan,24,3,0,0,37,13,5,0,0,0
KEYSTONE RIDGE POST ACUTE NURSING AND REHAB,285238,7501 KEYSTONE DRIVE,OMAHA,Douglas,4,9,9,0,63,5,42,0,41.299589,-96.027754
GOLDEN OURS CONVALESCENT HOME,28E199,902 CENTRAL AVENUE,GRANT,Perkins,14,3,18,11,16,13,13,0,40.848729,-101.725429
HILLCREST FIRETHORN,285300,8601 FIRETHORN LANE,LINCOLN,Lancaster,0,1,3,0,60,4,2,0,40.77824300000001,-96.60109
BROOKEFIELD PARK,285226,1405 HERITAGE DRIVE,ST PAUL,Howard,14,2,19,4,52,13,8,0,41.219627,-98.468641
GOOD SAMARITAN SOCIETY - ARAPAHOE,285175,"P O BOX 448, 601 MAIN STREET",ARAPAHOE,Furnas,0,2,7,0,26,2,22,0,0,0
"PREMIER ESTATES OF KENESAW, LLC",285166,"P O BOX 10, 100 WEST ELM AVENUE",KENESAW,Adams,23,4,11,3,40,12,17,0,0,0
GATEWAY SENIOR LIVING,285266,225 NORTH 56TH STREET,LINCOLN,Lancaster,5,7,19,1,59,20,82,0,40.815267,-96.64415000000001
IMMANUEL FONTENELLE,285085,6809 N 68TH PLAZA,OMAHA,Douglas,2,0,26,0,90,8,0,0,41.322296,-96.017166
WAUNETA CARE AND THERAPY CENTER,285220,"PO BOX 520, 427 LEGION STREET",WAUNETA,Chase,3,0,6,1,29,9,3,0,0,0
WAYNE COUNTRYVIEW CARE AND REHABILITATION,285135,811 EAST 14TH STREET,WAYNE,Wayne,33,6,11,1,36,28,20,0,42.242779,-97.008344
HILLCREST NURSING HOME,285080,"P O BOX 1087, 309 WEST 7TH STREET",MCCOOK,Red Willow,2,4,7,0,63,12,27,0,0,0
AZRIA HEALTH SUTHERLAND,285141,"P O BOX 307, 333 MAPLE STREET",SUTHERLAND,Lincoln,2,15,5,0,50,6,8,0,0,0
COLONIAL MANOR OF RANDOLPH,285183,"P O BOX 67, 811 SOUTH MAIN STREET",RANDOLPH,Cedar,0,0,4,0,34,5,5,0,0,0
WISNER CARE CENTER,285151,1105 9TH STREET,WISNER,Cuming,0,2,1,0,34,0,7,0,41.992311,-96.907659
DAVID PLACE,285074,260 SOUTH 10TH STREET,DAVID CITY,Butler,0,0,7,0,52,8,16,0,41.248178,-97.121639
COMMUNITY MEMORIAL HEALTH CENTER,285257,"P O BOX 340, 1015 F STREET",BURWELL,Garfield,3,0,11,0,60,4,0,0,0,0
NYE POINTE HEALTH & REHAB CTR,285235,2700 LAVERNA STREET,FREMONT,Dodge,27,3,14,2,17,23,20,0,41.454436,-96.471514
LIFE CARE CENTER OF ELKHORN,285134,20275 HOPPER STREET,ELKHORN,Douglas,72,7,24,14,71,31,19,0,41.288939,-96.231744
HERITAGE CROSSINGS,285230,501 NORTH 13TH STREET,GENEVA,Fillmore,8,2,8,0,58,8,4,0,40.530734,-97.595813
CLARKSON COMMUNITY CARE CENTER,285116,212 SUNRISE DRIVE,CLARKSON,Colfax,8,3,3,0,37,9,13,0,41.72551,-97.129709
AZRIA HEALTH WAVERLY,285143,11041 NORTH 137TH ST,WAVERLY,Lancaster,0,0,4,0,40,10,3,0,40.920294,-96.533828
LIFE CARE CENTER OF OMAHA,285137,6032 VILLE DE SANTE DRIVE,OMAHA,Douglas,64,5,20,13,66,30,4,0,41.313347,-96.006401
AZRIA HEALTH MIDTOWN,285218,910 SOUTH 40TH STREET,OMAHA,Douglas,12,3,6,1,40,9,3,0,41.250839,-95.973372
OLD CHENEY REHABILITATION,285299,5431 SOUTH 16TH STREET,LINCOLN,Lancaster,0,0,2,0,25,3,7,0,40.757235,-96.699417
VALLEY VIEW SENIOR VILLAGE,285294,220 SOUTH 26TH STREET,ORD,Valley,0,0,4,0,23,4,0,0,41.602183,-98.94137200000002
CHRISTIAN HOMES HEALTH CARE CENTER,285246,1923 WEST 4TH AVENUE,HOLDREGE,Phelps,0,0,7,0,58,7,9,0,0,0
TABITHA AT THE LANDING,285288,6120 SOUTH 34TH STREET,LINCOLN,Lancaster,0,0,34,0,45,3,13,0,40.749887,-96.669865
PLAINVIEW MANOR,285273,"P O BOX 219, 101 HARPER STREET",PLAINVIEW,Pierce,32,5,19,10,25,14,7,0,0,0
TIFFANY SQUARE,285087,3119 WEST FAIDLEY AVENUE,GRAND ISLAND,Hall,22,1,6,5,47,24,1,0,40.924328,-98.376277
"HOLDREGE MEMORIAL HOMES, INC",285067,1320 11TH AVENUE,HOLDREGE,Phelps,4,0,13,0,76,5,5,0,40.445377,-99.362878
OAKLAND HEIGHTS,285281,207 SOUTH ENGDAHL AVENUE,OAKLAND,Burt,0,0,6,0,41,3,6,0,41.83238,-96.459702
BUTTE SENIOR LIVING,285180,210 BROADWAY,BUTTE,Boyd,1,0,9,1,20,9,2,0,42.915309,-98.842311
REGENCY SQUARE CARE CENTER,285076,3501 DAKOTA AVENUE,SOUTH SIOUX CITY,Dakota,11,12,13,7,42,8,27,0,42.456831,-96.413993
ST. JOSEPH'S REHABILITATION & CARE CENTER,285160,401 NORTH 18TH STREET,NORFOLK,Madison,17,10,28,1,47,10,46,0,42.035503,-97.433877
"NORTH PLATTE CARE CENTER, LLC",285165,2900 WEST E STREET,NORTH PLATTE,Lincoln,0,5,11,0,59,2,3,0,41.129982,-100.797737
COMMUNITY PRIDE CARE CENTER,285208,901 SOUTH 4TH STREET,BATTLE CREEK,Madison,0,2,4,0,43,11,20,0,41.991844,-97.601073
AZRIA HEALTH CENTRAL CITY,285147,2720 SOUTH 17TH AVENUE,CENTRAL CITY,Merrick,2,0,4,0,62,3,2,0,41.105478,-98.001817
BELLE TERRACE,285237,1133 NORTH THIRD ST,TECUMSEH,Johnson,,,,,,,,,40.38052,-96.19583200000001
LEGACY GARDEN REHABILITATION & LIVING CENTER,285186,200 VALLEY VIEW DRIVE,PENDER,Thurston,0,0,9,0,30,2,1,0,42.107508,-96.705466
HIGHLAND PARK CARE CENTER,285063,"P O BOX 950, 1633 SWEETWATER",ALLIANCE,Box Butte,0,0,9,0,48,12,0,0,0,0
SAUNDERS MEDICAL CENTER,285296,1760 COUNTY RD J,WAHOO,Saunders,0,4,2,0,53,7,3,0,41.191555,-96.63531200000001
CHI HEALTH ST FRANCIS,285081,2116 WEST FAIDLEY AVENUE,GRAND ISLAND,Hall,5,57,3,0,14,0,0,0,40.924154,-98.363659
GOOD SAMARITAN SOCIETY - GRAND ISLAND VILLAGE,285285,4061 TIMBERLINE STREET & 4055 TIMBERLINE STREET,GRAND ISLAND,Hall,0,0,25,0,42,5,3,0,40.894721,-98.40177100000001
HERITAGE OF RED CLOUD,285225,636 NORTH LOCUST STREET,RED CLOUD,Webster,23,0,6,4,27,15,0,0,40.09147,-98.516727
LITZENBERG MEMORIAL COUNTY HOSPITAL,285292,1715 26TH STREET,CENTRAL CITY,Merrick,1,0,9,0,30,5,0,0,41.10661,-98.002652
FALLS CITY NURSING AND REHABILITATION CENTER,285055,1720 BURTON DRIVE,FALLS CITY,Richardson,0,0,0,0,42,0,4,0,40.061945,-95.587746
IMPERIAL MANOR NURSING HOME,285252,"P O BOX 757, 933 GRANT STREET",IMPERIAL,Chase,10,0,11,2,35,13,0,0,0,0
OLD MILL REHABILITATION (OMAHA TCU),285289,1131 PAPILLION PARKWAY,OMAHA,Douglas,10,5,1,0,19,7,0,0,41.269693,-96.088841
COLONIAL ACRES NURSING HOME,285248,1043 10TH STREET,HUMBOLDT,Richardson,0,2,2,0,25,0,3,0,40.171113,-95.941933
GOOD SAMARITAN SOCIETY - MILLARD,285098,12856 DEAUVILLE DRIVE,OMAHA,Douglas,45,0,35,14,65,18,2,0,41.20249,-96.113841
PARK VIEW HAVEN NURSING HOME,285073,309 NORTH MADISON STREET,COLERIDGE,Cedar,0,0,5,0,28,3,5,0,42.509249,-97.20654300000001
GOOD SAMARITAN SOCIETY - BLOOMFIELD,285156,"P O BOX 307, 300 NORTH SECOND ST",BLOOMFIELD,Knox,0,0,8,0,33,7,9,0,0,0
"PARKVIEW HOME, INC.",285243,930 2ND STREET,DODGE,Dodge,1,0,0,0,35,9,6,0,41.720963,-96.875556
WILBER CARE CENTER,285172,611 NORTH MAIN,WILBER,Saline,2,7,10,0,44,8,20,0,40.489632,-96.960507
HOLMES LAKE REHABILITATION & CARE CENTER,285164,6101 NORMAL BLVD,LINCOLN,Lancaster,28,2,18,7,34,19,10,0,40.787954,-96.63641
BEAVER CITY MANOR,285269,"P O BOX 70, 905 FLOYD STREET",BEAVER CITY,Furnas,0,0,6,0,20,2,0,0,0,0
BROOKESTONE GARDENS,285305,2615 WEST 11TH STREET,KEARNEY,Buffalo,10,1,1,1,30,21,10,0,40.685172,-99.114009
TABITHA NURSING CENTER AT CRETE,285283,1800 EAST 13TH STREET,CRETE,Saline,0,0,11,0,33,3,11,0,40.625219,-96.941139
ALPINE VILLAGE RETIREMENT CENTER,285190,706 JAMES STREET,VERDIGRE,Knox,1,1,2,0,33,11,3,0,42.591748,-98.041146
"CONTINENTAL SPRINGS, LLC",285082,3200 G STREET,SOUTH SIOUX CITY,Dakota,40,21,63,38,47,34,19,0,42.459356,-96.404169
PIONEER MEMORIAL COMMUNITY HOSPITAL,28E175,"P O BOX 578, 206 NW 4TH STREET",MULLEN,Hooker,0,0,2,0,22,3,4,0,0,0
ARBOR CARE CENTERS-FULLERTON LLC,285115,"PO BOX 648, 202 NORTH ESTHER",FULLERTON,Nance,2,0,9,0,57,4,7,0,0,0
HERITAGE OF BEL AIR,285089,1203 NORTH 13TH STREET,NORFOLK,Madison,14,0,20,0,88,19,19,0,42.04557,-97.426649
