Provider Name,Federal Provider Number,Provider Address,Provider City,County,Residents Total Confirmed COVID-19,Residents Total Suspected COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Total Number of Occupied Beds,Staff Total Confirmed COVID-19,Staff Total Suspected COVID-19,Staff Total COVID-19 Deaths,Latitude,Longitude
SOUTHLAND,555070,11701 STUDEBAKER ROAD,NORWALK,Los Angeles,7,39,9,0,103,6,1,0,33.926411,-118.09934200000001
FRIENDS HOUSE,555168,684 BENICIA DRIVE,SANTA ROSA,Sonoma,0,2,0,0,0,0,1,0,38.471509,-122.673991
HILLCREST POST ACUTE,555127,450 HAYES LANE,PETALUMA,Sonoma,19,85,7,0,47,17,11,0,38.221956,-122.648953
ST JOHNS PLEASANT VALLEY HOSPITAL D/P SNF,555223,2309 ANTONIO AVE,CAMARILLO,Ventura,1,5,0,0,71,13,3,0,34.242965,-119.018306
"HAWTHORNE HEALTHCARE & WELLNESS CENTRE, LP",555677,11630 SOUTH GREVILLEA AVE.,HAWTHORNE,Los Angeles,,,,,,,,,33.928557,-118.354792
DANVILLE POST-ACUTE REHAB,555376,336 DIABLO ROAD,DANVILLE,Contra Costa,0,0,2,0,46,2,0,0,37.822998,-121.996851
ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA SNF,555660,1001 POTRERO AVENUE,SAN FRANCISCO,San Francisco,2,0,1,0,30,7,0,0,37.756171,-122.40660800000002
VALENCIA GARDENS HEALTH CARE CENTER,555331,4301 CAROLINE COURT,RIVERSIDE,Riverside,,,,,,,,,33.950296,-117.399865
CARMEL MOUNTAIN REHABILITATION & HEALTHCARE CENTER,555326,11895 AVENUE OF INDUSTRY,SAN DIEGO,San Diego,25,18,1,0,106,22,16,0,32.990582,-117.075272
GLENHAVEN HEALTHCARE,555605,212 WEST CHEVY CHASE DRIVE,GLENDALE,Los Angeles,22,33,14,5,28,17,9,0,34.13351,-118.25698500000001
ASHBY CARE CENTER,555466,2270 ASHBY AVENUE,BERKELEY,Alameda,0,1,65,0,24,0,0,0,37.855907,-122.26178300000001
VETERANS HOME OF CALIFORNIA - WEST LOS ANGELES,555917,11500 NIMITZ AVENUE,LOS ANGELES,Los Angeles,3,2,56,2,236,21,29,2,34.058174,-118.463201
DELTA NURSING & REHABILITATION CENTER,555354,514 NORTH BRIDGE STREET,VISALIA,Tulare,25,18,17,2,26,20,8,0,36.334246,-119.28902000000001
PENINSULA POST-ACUTE,555856,1609 TROUSDALE DRIVE,BURLINGAME,San Mateo,0,0,0,0,45,3,0,0,37.59302,-122.384855
COUNTRY VILLA REHABILITATION CENTER,555397,340 SOUTH ALVARADO STREET,LOS ANGELES,Los Angeles,73,71,17,10,115,65,21,0,34.06185,-118.273384
BEAR VALLEY COMMUNITY HOSPITAL,555468,41870 GARSTIN RD,BIG BEAR LAKE,San Bernardino,0,10,11,0,15,0,0,0,34.246023,-116.88834300000002
MANORCARE HEALTH SERVICES (CITRUS HEIGHTS),555337,7807 UPLANDS WAY,CITRUS HEIGHTS,Sacramento,0,0,27,0,108,2,1,0,38.666791,-121.27522000000002
VINTAGE FAIRE NURSING & REHABILITATION CENTER,555355,3620 B DALE RD.,MODESTO,Stanislaus,24,51,23,6,92,33,40,0,37.691588,-121.04988000000002
DREIER'S NURSING CARE CENTER,555839,1400 WEST GLENOAKS BLVD,GLENDALE,Los Angeles,0,0,0,0,62,3,1,0,34.167277,-118.284559
VILLA DEL RIO GARDENS,555780,7004 EAST GAGE AVENUE,BELL GARDENS,Los Angeles,23,1,13,13,71,9,4,0,0,0
APPLE VALLEY CARE CENTER,555476,11959 APPLE VALLEY ROAD,APPLE VALLEY,San Bernardino,58,14,12,6,92,48,35,0,34.468125,-117.242282
VETERANS HOME OF CALIFORNIA - BARSTOW,555853,100 EAST VETERANS PARKWAY,BARSTOW,San Bernardino,0,50,0,0,37,3,189,0,34.867709,-117.024236
REGENTS POINT - WINDCREST,555295,19191 HARVARD AVENUE,IRVINE,Orange,2,85,14,0,39,7,6,0,33.651324,-117.832233
PARK VISTA AT  MORNINGSIDE,555515,2525 BREA BLVD.,FULLERTON,Orange,0,22,17,0,53,11,10,0,33.897036,-117.911357
CHAPARRAL HOUSE,555872,1309 ALLSTON WAY,BERKELEY,Alameda,1,0,17,0,37,1,0,0,37.866903,-122.28543900000001
"CENTURY VILLA, INC",555368,301 CENTINELA AVE,INGLEWOOD,Los Angeles,2,0,0,0,83,3,0,0,33.970397,-118.347654
COPPER RIDGE CARE CENTER,555316,201 HARTNELL AVENUE,REDDING,Shasta,3,0,8,0,92,6,2,0,40.567469,-122.368954
SAINT FRANCIS MED CTR DP,555238,3630 IMPERIAL HWY.,LYNWOOD,Los Angeles,,,,,,,,,0,0
HEIGHT STREET SKILLED CARE,555902,1611 HEIGHT STREET,BAKERSFIELD,Kern,1,2,32,0,77,16,25,0,35.393887,-118.97300900000002
RIVER VALLEY CARE CENTER,555535,9000 LARKIN ROAD,LIVE OAK,Sutter,0,0,7,0,86,21,5,0,39.262305,-121.65998000000002
RIDGECREST REGIONAL TRANSITIONAL CARE AND REHABILI,555877,1081 NORTH CHINA LAKE BOULEVARD,RIDGECREST,Kern,0,0,23,0,46,5,0,0,35.640802,-117.669852
KEI-AI LOS ANGELES HEALTHCARE CENTER,555438,2221 LINCOLN PARK AVE,LOS ANGELES,Los Angeles,99,115,59,40,278,73,90,0,34.071068,-118.202504
TORRANCE MEMORIAL MED CTR SNF/DP,555599,3330 WEST LOMITA BLVD,TORRANCE,Los Angeles,0,6,2,0,21,0,0,0,33.812644,-118.34375000000001
SAN FRANCISCO TOWERS,555728,1661 PINE STREET,SAN FRANCISCO,San Francisco,5,17,6,1,16,7,44,0,37.78930700000001,-122.42300900000001
CASA DE LAS CAMPANAS,555362,18655 W. BERNARDO DRIVE,SAN DIEGO,San Diego,11,23,40,0,63,10,1,0,33.050392,-117.075521
SANTA MONICA CONV CTR I,555786,2828 PICO BOULEVARD,SANTA MONICA,Los Angeles,0,1,0,0,36,0,3,0,34.024625,-118.45972900000001
RANCHO BELLAGIO POST ACUTE,555921,26940 E HOSPITAL ROAD,MORENO VALLEY,Riverside,9,28,7,0,76,4,4,0,0,0
THE SPRINGS AT PACIFIC REGENT,555739,3884 NOBEL DRIVE,SAN DIEGO,San Diego,,,,,,,,,32.868484,-117.221862
ROLLING HILLS CARE CENTER,555892,2108 STILLMAN,SELMA,Fresno,0,1,3,0,31,7,20,0,36.572478,-119.61286100000001
BROOKDALE CARMEL VALLEY,555746,13101 HARTFIELD AVE,SAN DIEGO,San Diego,0,1,0,0,14,2,0,0,32.956522,-117.23017200000001
VISTA MANOR NURSING CENTER,555483,120 JOSE FIGUERES AVENUE,SAN JOSE,Santa Clara,3,15,6,2,66,12,25,0,37.359707,-121.849187
VILLAGE SQUARE HEALTHCARE CENTER,555754,1586 W. SAN MARCOS BLVD,SAN MARCOS,San Diego,3,14,4,0,105,4,4,0,33.131428,-117.20314
ANTELOPE VALLEY CARE CENTER,555456,44567 NORTH 15TH ST. WEST,LANCASTER,Los Angeles,54,34,27,7,131,74,19,0,34.692604,-118.156865
WOODSIDE HEALTHCARE CENTER,555798,2240 NORTHROP AVE,SACRAMENTO,Sacramento,6,31,2,0,58,10,22,0,38.581621000000005,-121.413394
IMPERIAL CARE CENTER,555707,11441 VENTURA BLVD,STUDIO CITY,Los Angeles,1,0,9,0,123,7,0,0,34.139587,-118.38024800000001
BROOKDALE CAMARILLO,555876,6000 SANTA ROSA ROAD,CAMARILLO,Ventura,0,0,0,0,28,2,1,0,34.227228,-118.98613300000001
BRUCEVILLE TERRACE - D/P SNF OF METHODIST HOSPITAL,555344,8151 BRUCEVILLE ROAD,SACRAMENTO,Sacramento,21,0,21,6,132,40,22,0,38.460579,-121.417157
CEDAR MOUNTAIN POST ACUTE,555494,11970 4TH STREET,YUCAIPA,San Bernardino,94,107,38,23,90,38,37,2,34.036123,-117.05188900000002
CHAPMAN GLOBAL MEDICAL CENTER D/P SNF,555709,2601 EAST CHAPMAN AVENUE,ORANGE,Orange,0,0,1,0,24,6,0,0,33.787878,-117.827058
SUN MAR NURSING CENTER,555266,1720 WEST ORANGE AVENUE,ANAHEIM,Orange,19,28,9,5,45,12,5,0,33.825224,-117.942417
AUBURN RAVINE TERRACE,555645,750 AUBURN RAVINE ROAD,AUBURN,Placer,0,0,0,0,48,0,0,0,38.912099000000005,-121.074469
WINDSOR GARDENS CONVALESCENT CENTER OF ANAHEIM,555688,3415 W BALL ROAD,ANAHEIM,Orange,4,26,39,6,137,22,19,0,33.817269,-118.008937
SOUTH BAY POST ACUTE CARE,555873,553 F STREET,CHULA VISTA,San Diego,3,2,7,0,86,3,1,0,32.638339,-117.090446
VICTORIA CARE CENTER,555478,5445 EVERGLADES ST,VENTURA,Ventura,68,21,11,8,166,32,1,0,34.25879,-119.216978
THE COVE AT LA JOLLA,555545,7160 FAY AVENUE,LA JOLLA,San Diego,1,26,21,0,46,4,14,0,32.836105,-117.272392
WINDSOR POST-ACUTE CENTER OF BAKERSFIELD,555260,6212 TUDOR WAY,BAKERSFIELD,Kern,66,24,23,9,70,42,30,0,35.410401,-118.935236
KINDRED HOSPITAL BREA D/P SNF,555859,875 N BREA BLVD,BREA,Orange,,,,,,,,,33.933665,-117.893515
ALAMEDA HOSPITAL D/P SNF,555381,2070 CLINTON AVE,ALAMEDA,Alameda,6,18,2,0,99,12,7,0,37.76323,-122.25354100000001
NEW HOPE POST ACUTE CARE,555245,2586 BUTHMANN AVE,TRACY,San Joaquin,75,83,67,45,62,61,53,1,37.755632,-121.43227300000001
SOUTH PASADENA CARE CENTER,555908,904 MISSION ST,SOUTH PASADENA,Los Angeles,83,8,34,15,109,37,1,0,34.115742,-118.158095
DEPT OF STATE HOSPITALS - METROPOLITAN  SNF,555731,11401 SOUTH BLOOMFIELD AVENUE,NORWALK,Los Angeles,49,36,21,6,53,36,0,0,33.924248,-118.063942
MORTON BAKAR CENTER,555611,494 BLOSSOM WAY,HAYWARD,Alameda,35,39,9,7,81,24,22,0,37.678432,-122.10368600000001
CAPITAL TRANSITIONAL CARE,555442,6821 24TH STREET,SACRAMENTO,Sacramento,15,20,9,0,105,30,16,0,38.502356,-121.48279100000002
THE VILLAGE HEALTHCARE CENTER,555463,2400 WEST ACACIA AVENUE,HEMET,Riverside,4,45,7,0,19,6,0,0,33.743784,-116.99688499999999
SHIELDS NURSING CENTER,555364,3230 CARLSON BOULEVARD,EL CERRITO,Contra Costa,0,2,5,1,33,0,1,0,37.90138700000001,-122.30413500000002
BANNING HEALTHCARE,555319,3476 W. WILSON ST.,BANNING,Riverside,11,47,7,0,49,3,0,0,33.932476,-116.914904
CAMARILLO HEALTHCARE CENTER,555770,205 GRANADA ST,CAMARILLO,Ventura,0,3,0,0,104,1,8,0,34.214716,-119.053515
ALHAMBRA CONVALESCENT HOSPITAL,555292,331 ILENE STREET,MARTINEZ,Contra Costa,0,0,10,0,37,1,0,0,38.008168,-122.132994
MISSION DE LA CASA NURSING & REHABILITATION CENTER,555487,2501 ALVIN AVENUE,SAN JOSE,Santa Clara,10,131,33,1,127,8,75,0,37.319072,-121.826267
ARBOL RESIDENCES OF SANTA ROSA,555836,300 FOUNTAINGROVE PARKWAY,SANTA ROSA,Sonoma,0,0,1,0,30,2,1,0,38.47565,-122.723026
LINCOLN GLEN SKILLED NURSING,555363,2671 PLUMMER AVENUE,SAN JOSE,Santa Clara,0,28,15,0,51,11,22,0,37.276935,-121.895141
LINCOLN MEADOWS CARE CENTER,555333,1550 THIRD STREET,LINCOLN,Placer,3,49,9,0,65,3,1,0,38.889146,-121.30467199999998
BROOKDALE CARLSBAD,555745,3140 EL CAMINO REAL,CARLSBAD,San Diego,0,0,0,0,28,3,4,0,33.173863,-117.324169
"WHITTIER NURSING AND WELLNESS CENTER, INC",555787,7926 S PAINTER AVE,WHITTIER,Los Angeles,0,1,0,0,30,0,0,0,33.969221,-118.03267600000001
BROOKDALE RANCHO MIRAGE,555775,72-201 COUNTRY CLUB DRIVE,RANCHO MIRAGE,Riverside,1,0,1,0,20,15,2,0,33.7578,-116.40480500000001
HEALDSBURG SENIOR LIVING COMMUNITY,555820,725 GROVE STREET,HEALDSBURG,Sonoma,10,7,4,3,20,9,17,0,38.626397,-122.875761
IMPERIAL CREST HEALTH CARE CENTER,555719,11834 INGLEWOOD AVENUE,HAWTHORNE,Los Angeles,10,0,10,5,91,9,0,0,33.926239,-118.361322
HERMAN HEALTH CARE CENTER,555831,2295 PLUMMER AVENUE,SAN JOSE,Santa Clara,6,0,4,1,88,5,0,0,37.282789,-121.899124
ALTA GARDENS CARE CENTER,555473,13075 BLACKBIRD STREET,GARDEN GROVE,Orange,69,27,28,22,83,45,12,1,33.773456,-117.91302800000001
CREEKSIDE CENTER,555387,9107 N. DAVIS ROAD,STOCKTON,San Joaquin,0,0,1,0,70,4,0,0,38.032765,-121.331806
MANORCARE HEALTH SERVICES - ROSSMOOR,555446,1226 ROSSMOOR PARKWAY,WALNUT CREEK,Contra Costa,1,0,25,0,102,3,1,0,37.878948,-122.06993
HERITAGE PARK NURSING CENTER,555514,275 GARNET WAY,UPLAND,San Bernardino,0,0,0,0,45,4,0,0,34.097378,-117.65493500000001
HEMET VALLEY HEALTHCARE CENTER,555623,371 NORTH WESTON PL,HEMET,Riverside,10,0,0,0,22,18,0,0,33.752111,-116.95978400000001
SIERRA VISTA HEALTHCARE,555866,1715 SOUTH CEDAR,FRESNO,Fresno,52,14,10,6,77,45,7,0,36.725585,-119.754678
RICHMOND POST ACUTE CARE,555735,955 23RD STREET,RICHMOND,Contra Costa,0,0,0,0,29,1,0,0,37.946245,-122.347464
BAY AREA HEALTHCARE CENTER,555851,1833 10TH AVENUE,OAKLAND,Alameda,1,26,0,0,75,11,9,0,37.795096,-122.245454
HEALTH CARE CTR AT THE FORUM AT RANCHO SAN ANTONIO,555524,23600 VIA ESPLENDOR,CUPERTINO,Santa Clara,0,0,4,0,38,6,4,0,37.337966,-122.08885600000002
AVALON CARE CENTER - SONORA,555736,19929 GREENLEY ROAD,SONORA,Tuolumne,2,53,9,0,156,13,13,0,37.98359,-120.366954
BAYWOOD COURT HEALTH CENTER,555855,21966 DOLORES STREET,CASTRO VALLEY,Alameda,0,17,16,0,40,6,23,0,37.684603,-122.07908000000002
REDLANDS COMM HOSP D/P SNF,555642,350 TERRACINA BLVD.,REDLANDS,San Bernardino,0,0,5,0,8,2,2,0,34.038404,-117.20641400000001
WEST ANAHEIM MEDICAL CENTER D/P SNF,555883,3033 W ORANGE AVE,ANAHEIM,Orange,0,6,4,0,18,11,1,0,33.824735,-117.99511500000001
ALDERSLY SKILLED NURSING FACILITY,555694,326 MISSION AVENUE,SAN RAFAEL,Marin,0,2,2,0,16,2,2,0,37.972573,-122.51672300000001
ARROYO GRANDE CARE CENTER,555619,1212 FARROLL AVE,ARROYO GRANDE,San Luis Obispo,0,0,4,0,77,3,0,0,35.110715,-120.60200200000001
BERKLEY EAST CONVALESCENT HOSP,555748,2021 ARIZONA AVE,SANTA MONICA,Los Angeles,23,23,2,0,53,21,31,0,34.030545,-118.48094400000001
LAKE FOREST NURSING CENTER,555308,25652 OLD TRABUCO ROAD,LAKE FOREST,Orange,2,1,8,0,79,16,7,0,33.645333,-117.683217
WILLOW CREEK HEALTHCARE CENTER,555652,650 W. ALLUVIAL,CLOVIS,Fresno,29,16,28,0,134,25,19,0,36.844828,-119.72610999999999
KEI-AI SOUTH BAY HEALTHCARE CENTER,555306,15115 S VERMONT AVE,GARDENA,Los Angeles,29,1,19,2,81,44,0,0,33.894468,-118.29202
THE REHABILITATION CENTER OF SANTA MONICA,555808,1338 20TH STREET,SANTA MONICA,Los Angeles,6,13,13,1,94,16,6,0,34.029203,-118.48065299999999
BUENA VISTA CARE CENTER,555394,160 S PATTERSON AVE,SANTA BARBARA,Santa Barbara,6,4,11,0,120,17,10,0,34.43619,-119.80887600000001
MANORCARE HEALTH SERVICES (FOUNTAIN VALLEY),555328,11680 WARNER AVENUE,FOUNTAIN VALLEY,Orange,4,44,15,0,99,12,15,0,33.716278,-117.92524299999998
GREENHILLS MANOR,555841,238 VIRGINIA AVENUE,CAMPBELL,Santa Clara,0,2,0,0,34,4,1,0,37.283424,-121.962106
THE DOROTHY & JOSEPH GOLDBERG HEALTHCARE CENTER,555424,211 SAXONY ROAD,ENCINITAS,San Diego,0,0,0,0,46,1,0,0,33.052129,-117.28561800000001
CREEKVIEW SKILLED NURSING,555895,2900 STONERIDGE DRIVE,PLEASANTON,Alameda,1,1,23,0,41,5,11,0,37.697064,-121.85187400000001
NORWOOD PINES ALZHEIMERS CENTER,555400,500 JESSIE AVENUE,SACRAMENTO,Sacramento,10,75,33,0,127,9,67,0,38.644051,-121.454124
JEROLD PHELPS COMM HOSP SNF,555516,733 CEDAR STREET,GARBERVILLE,Humboldt,0,0,0,0,7,0,0,0,40.101491,-123.792756
INDIO NURSING AND REHABILITATION CENTER,555742,47-763 MONROE AVENUE,INDIO,Riverside,5,10,8,1,74,33,42,0,33.701863,-116.233889
BEL VISTA HEALTHCARE CENTER,555805,5001 EAST ANAHEIM STREET,EAST LONG BEACH,Los Angeles,0,3,4,0,32,3,4,1,33.782573,-118.13540799999998
"GRANITE HILLS HEALTHCARE & WELLNESS CENTRE, LLC",555878,1340 E MADISON AVE,EL CAJON,San Diego,7,0,6,0,92,10,9,0,32.800174,-116.934096
WINDSOR MANOR,555616,1230 E. WINDSOR RD.,GLENDALE,Los Angeles,1,0,0,0,22,2,0,0,34.137141,-118.23844800000002
FOREST HILL MANOR HEALTH CENTER,555867,551 GIBSON AVENUE,PACIFIC GROVE,Monterey,0,0,3,0,17,0,1,0,36.615676,-121.91883300000002
BELLA VISTA HEALTH CENTER,555870,7922 PALM STREET,LEMON GROVE,San Diego,1,0,0,0,90,3,1,0,32.734694,-117.028135
HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE D/P SNF,555753,393 S TUSTIN ST,ORANGE,Orange,0,0,0,0,18,0,0,0,33.782772,-117.83574499999999
LEISURE COURT NURSING CENTER,555520,1135 LEISURE COURT,ANAHEIM,Orange,14,27,9,5,99,25,15,0,33.848595,-117.930906
MONTE VISTA GROVE HOMES,555650,2889 SAN PASQUAL STREET,PASADENA,Los Angeles,0,2,6,0,29,3,2,0,34.137875,-118.09129300000001
LAKESIDE SPECIAL CARE CENTER,555887,11962 WOODSIDE AVENUE,LAKESIDE,San Diego,4,0,30,0,89,6,0,0,32.855508,-116.935036
NEW ORANGE HILLS,555286,5017 E. CHAPMAN AVENUE,ORANGE,Orange,81,37,19,3,118,27,6,0,33.787718,-117.799564
STUDIO CITY REHABILITATION CENTER,555686,11429 VENTURA BLVD,STUDIO CITY,Los Angeles,1,2,36,1,164,19,8,1,34.139824,-118.37926300000001
ENCINO HOSPITAL MEDICAL CENTER D/P SNF,555380,16237 VENTURA BLVD,ENCINO,Los Angeles,0,1,0,0,25,7,0,0,34.156826,-118.486948
"IMPERIAL HEIGHTS HEALTHCARE & WELLNESS CENTRE, LLC",555557,320 CATTLE CALL DR.,BRAWLEY,Imperial,38,24,36,9,65,41,18,0,32.970812,-115.546218
HOLIDAY MANOR CARE CENTER,555578,20554 ROSCOE BLVD,CANOGA PARK,Los Angeles,0,290,0,0,72,1,0,0,34.220035,-118.58164399999998
VICTORIA POST ACUTE CARE,555804,654 S. ANZA,EL CAJON,San Diego,,,,,,,,,32.788838,-116.94820299999999
SHEFFIELD CONVALESCENT HOSPITAL,555834,1133 SOUTH VAN NESS AVENUE,SAN FRANCISCO,San Francisco,0,0,6,0,21,0,0,0,37.755047,-122.416519
THE HILLS POST ACUTE,555765,1800 OLD TUSTIN ROAD,SANTA ANA,Orange,112,50,24,11,122,41,12,0,33.76176,-117.83576599999999
ROYAL OAKS MANOR-BRADBURY OAKS,555503,1763 ROYAL OAKS DRIVE,DUARTE,Los Angeles,3,11,9,0,37,8,6,0,34.143719,-117.96776800000002
TERRACINA POST ACUTE,555350,1618 LAUREL AVENUE,REDLANDS,San Bernardino,145,439,21,3,209,73,4,1,34.038455,-117.20323
THE SPRINGS HEALTH AND REHABILITATION CENTER,555915,25924 JACKSON AVE,MURRIETA,Riverside,0,4,15,0,93,13,2,0,33.547118,-117.17761199999998
EDEN VALLEY CARE CENTER,555538,612 MAIN STREET,SOLEDAD,Monterey,14,69,6,4,30,20,48,0,36.433181,-121.32437000000002
DEVONSHIRE OAKS NURSING CENTER,555813,3635 JEFFERSON AVENUE,REDWOOD CITY,San Mateo,0,0,0,0,29,0,0,0,37.464627,-122.252546
CHILDRENS HC ORG NO CA -PEDIATRIC HOSPITAL D/P SNF,555734,3777 SOUTH BASCOM AVENUE,CAMPBELL,Santa Clara,0,1,0,0,25,6,17,0,37.259733,-121.947002
ANBERRY TRANSITIONAL CARE,555901,1000 WEST YOSEMITE AVENUE,MERCED,Merced,3,0,10,0,51,9,0,0,37.332024,-120.48535400000002
WALNUT VILLAGE REHABILITATION AND CARE CENTER,555472,1401 W BALL ROAD,ANAHEIM,Orange,3,21,0,0,1,5,2,0,33.81808,-117.930197
VILLA VALENCIA HEALTHCARE CENTER,555462,24552 PASEO DE VALENCIA,LAGUNA HILLS,Orange,1,0,0,0,37,3,0,0,33.605901,-117.704912
LINDSAY GARDENS NURSING & REHABILITATION,555663,1011 W. TULARE ROAD,LINDSAY,Tulare,57,0,15,8,81,36,7,0,36.210556,-119.10656999999999
MARINA POINTE HEALTHCARE & SUBACUTE,555340,5240 SEPULVEDA BLVD,CULVER CITY,Los Angeles,44,90,27,11,92,21,12,0,33.998939,-118.39981400000002
ALL SAINT'S SUBACUTE & TRANSITIONAL CARE,555809,1652 MONO AVENUE,SAN LEANDRO,Alameda,0,0,0,0,62,2,0,0,37.704577,-122.119745
SIENA SKILLED NURSING AND REHABILITATION CENTER,555744,11600 EDUCATION STREET,AUBURN,Placer,0,0,7,0,56,7,1,0,38.943907,-121.106157
THE REHABILITATION CENTER OF BAKERSFIELD,555256,2211 MOUNT VERNON AVENUE,BAKERSFIELD,Kern,,,,,,,,,35.388264,-118.967373
MIRAVILLA CARE CENTER,555492,9246 AVENIDA MIRAVILLA,CHERRY VALLEY,Riverside,0,2,1,0,53,1,4,0,33.986326,-116.96380499999998
PALM VILLAGE RETIREMENT COMM.,555513,703 W HERBERT AVE,REEDLEY,Fresno,4,5,19,0,107,29,9,0,36.580674,-119.45527400000002
TERRACE VIEW CARE CENTER,555671,201 EAST BASTANCHURY,FULLERTON,Orange,28,11,3,2,48,31,10,0,33.895847,-117.92747500000002
GOLDEN LEGACY CARE CENTER,555814,12260 FOOTHILL BLVD,SYLMAR,Los Angeles,76,8,30,5,121,59,1,1,34.282013,-118.40306300000002
"SANTA FE HEIGHTS HEALTHCARE CENTER, LLC",555732,2309 N SANTA FE AVE,COMPTON,Los Angeles,4,0,7,1,83,17,1,0,33.913518,-118.21701100000001
LAUREL HEIGHTS COMMUNITY CARE,555869,2740 CALIFORNIA ST,SAN FRANCISCO,San Francisco,3,331,2,7,28,3,10,0,37.78814,-122.43987000000001
VILLA SCALABRINI SPECIAL CARE,555862,10631 VINEDALE STREET,SUN VALLEY,Los Angeles,3,6,14,0,50,6,5,0,34.228667,-118.36289600000002
ST FRANCIS HEALTHCARE CENTER,555418,718 BARTLETT AVE,HAYWARD,Alameda,0,0,11,0,54,2,0,0,37.6695,-122.118072
TAHOE FOREST HOSPITAL D/P SNF,555231,10121 PINE AVE.,TRUCKEE,Nevada,0,1,3,0,27,2,5,0,39.325163,-120.201344
IMPERIAL MANOR,555919,100 EAST 2ND STREET,IMPERIAL,Imperial,,,,,,,,,32.841266,-115.569637
CRYSTAL RIDGE CARE CENTER,555283,396 DORSEY DRIVE,GRASS VALLEY,Nevada,0,0,12,0,70,2,0,0,39.227135,-121.035437
COMM. HOSP. OF SAN BERNARDINO DP SNF,555522,1805 MEDICAL CTR DR.,SAN BERNARDINO,San Bernardino,4,0,1,1,84,21,20,1,34.131238,-117.322559
COUNTRY CREST POST ACUTE,555802,50 CONCORDIA LANE,OROVILLE,Butte,1,20,7,0,51,3,13,0,39.497686,-121.51943099999998
BROOKDALE NORTHRIDGE,555791,17650 DEVONSHIRE STREET,NORTHRIDGE,Los Angeles,1,0,2,0,25,13,0,0,34.257626,-118.518992
CASTLE MANOR CONVALESCENT CENTER,555263,541 V AVENUE,NATIONAL CITY,San Diego,4,7,15,0,87,41,14,0,32.684335,-117.08527099999999
"ARROWHEAD HEALTHCARE CENTER, LLC",555896,4343 N. SIERRA WAY,SAN BERNARDINO,San Bernardino,7,0,1,0,52,10,1,0,34.167888,-117.284992
WEST ANAHEIM EXTENDED CARE,555388,645 SOUTH BEACH BLVD.,ANAHEIM,Orange,6,64,22,0,124,16,21,0,33.823327,-117.99341800000002
PALOMAR HEIGHTS POST ACUTE REHAB,555764,1260 E OHIO AVENUE,ESCONDIDO,San Diego,1,259,0,0,83,10,6,0,33.128666,-117.06435900000001
WEST GARDENA POST ACUTE,555410,16530 S BROADWAY STREET,GARDENA,Los Angeles,12,35,8,7,41,11,17,0,33.880962,-118.278196
INTERCOMMUNITY CARE CENTER,555823,2626 GRAND AVENUE,LONG BEACH,Los Angeles,97,21,20,12,106,38,41,2,33.805252,-118.14526400000001
LA PALMA NURSING CENTER,555329,1130  LA PALMA AVE,ANAHEIM,Orange,49,39,13,5,53,40,63,0,33.84714900000001,-117.932722
MEADOWOOD A HEALTH AND REHABILITATION CENTER,555713,3110 WAGNER HEIGHTS ROAD,STOCKTON,San Joaquin,13,6,15,1,67,14,4,0,38.03205200000001,-121.35647599999999
VI AT LA JOLLA VILLAGE,555793,4171 LAS PALMAS SQUARE,SAN DIEGO,San Diego,0,0,5,0,37,6,0,0,32.86881,-117.21583600000001
SHERMAN OAKS HOSPITAL SNF DP,555885,4929 VAN NUYS BLVD,SHERMAN OAKS,Los Angeles,0,22,2,0,20,7,5,0,34.15981,-118.448705
DANISH CARE CENTER,555554,10805 EL CAMINO REAL,ATASCADERO,San Luis Obispo,0,9,10,0,61,5,28,0,35.456734000000004,-120.64089800000002
HILLCREST HEIGHTS HEALTHCARE CENTER,555630,4033 SIXTH AVENUE EXT,SAN DIEGO,San Diego,28,21,1,1,65,22,6,0,32.750365,-117.158863
THE MEADOWS OF NAPA VALLEY,555639,1900 ATRIUM PARKWAY,NAPA,Napa,9,47,3,0,29,10,82,0,38.27566,-122.296705
FRUITVALE HEALTHCARE CENTER,555358,3020 EAST 15TH STREET,OAKLAND,Alameda,11,472,0,0,128,15,2,0,37.779279,-122.226883
GLENDALE HEALTHCARE CENTER,555609,1208 S. CENTRAL AVE,GLENDALE,Los Angeles,1,1,6,0,46,6,1,0,34.131766,-118.257819
VACAVILLE CONVALESCENT & REHAB,555349,585 NUT TREE COURT,VACAVILLE,Solano,0,0,0,0,92,5,0,0,38.361702,-121.948187
VILLA HEALTH CARE CENTER,555353,8965 MAGNOLIA AVENUE,RIVERSIDE,Riverside,38,0,2,0,46,53,1,0,33.925883,-117.43695100000001
VALLEY OF THE MOON POST ACUTE,555258,347 ANDRIEUX ST,SONOMA,Sonoma,4,4,5,0,20,5,1,0,38.288564,-122.46585000000002
MANORCARE HEALTH SERVICES-PALM DESERT,555339,74-350 COUNTRY CLUB DRIVE,PALM DESERT,Riverside,104,26,26,8,91,49,38,0,33.75806,-116.36769599999998
MURRIETA HEALTH AND REHABILITATION CENTER,555747,24100 MONROE AVENUE,MURRIETA,Riverside,17,2,4,1,120,8,2,0,33.57750000000001,-117.211612
PARK REGENCY CARE CENTER,555536,1770 W. LA HABRA BLVD.,LA HABRA,Orange,50,56,22,21,74,40,22,2,33.931803,-117.965987
