Facility Name,Facility Name Normalized,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Residents Tested,Staff Tested,Personal Protective Equipment
Genacross Lutheran Services - Wolf Creek,GENACROSS LUTHERAN SERVICES - WOLF CREEK,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genacross Lutheran Services- Toledo Campus,GENACROSS LUTHERAN SERVICES- TOLEDO CAMPUS,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartland of ProMedica,HEARTLAND OF PROMEDICA,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heatherdowns Rehab and Residential,HEATHERDOWNS REHABILITATION AND RESIDENTIAL,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heritage Village of Waterville,HERITAGE VILLAGE OF WATERVILLE,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston Care Center,KINGSTON CARE CENTER,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakes of Monclova,LAKES OF MONCLOVA,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakes of Sylvania,LAKES OF SYLVANIA,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurels of Toledo,LAURELS OF TOLEDO,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merit House,MERIT HOUSE,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakleaf Village- The Grove,OAKLEAF VILLAGE- THE GROVE,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orchard Villa,ORCHARD VILLA,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oregon Health Care,OREGON HEALTH CARE,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otterbein Monclova,OTTERBEIN MONCLOVA,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Terrace Nursing and Rehabilitation,PARK TERRACE NURSING AND REHABILITATION,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parkcliffe Community Toledo,PARKCLIFFE COMMUNITY TOLEDO,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProMedica Goerlich Center,PROMEDICA GOERLICH CENTER,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridgewood Manor,RIDGEWOOD MANOR,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosary Care Center,ROSARY CARE CENTER,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skilled Point Place Care,SKILLED POINT PLACE CARE,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring Meadows a Villa Center,SPRING MEADOWS A VILLA CENTER,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunset House,SUNSET HOUSE,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunset Village-Sylvania Campus,SUNSET VILLAGE-SYLVANIA CAMPUS,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swan Creek Independent Living,SWAN CREEK INDEPENDENT LIVING,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Gardens of St Francis,THE GARDENS OF ST FRANCIS,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toledo Health Care,TOLEDO HEALTH CARE,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ursuline Center,URSULINE CENTER,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waterville Health Care,WATERVILLE HEALTH CARE,20201104,OH,LUCAS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbors-West Jefferson,ARBORS-WEST JEFFERSON,20201104,OH,MADISON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London Health and Rehab,LONDON HEALTH AND REHABILITATION,20201104,OH,MADISON,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austintown Healthcare,AUSTINTOWN HEALTHCARE,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austinwoods,AUSTINWOODS,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beeghly Oaks for Rehab,BEEGHLY OAKS FOR REHABILITATION,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Briarfield at Ashley Circle,BRIARFIELD AT ASHLEY CIRCLE,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Briarfield Manor,BRIARFIELD MANOR,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canfield Healthcare,CANFIELD HEALTHCARE,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canfield Healthcare,CANFIELD HEALTHCARE,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Center for Rehab at Hampton Woods,CENTER FOR REHABILITATION AT HAMPTON WOODS,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continuing Healthcare of Boardman,CONTINUING HEALTHCARE OF BOARDMAN,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crandall Medical Copeland Oaks,CRANDALL MEDICAL COPELAND OAKS,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dandridge Burgundy Manor,DANDRIDGE BURGUNDY MANOR,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenbriar Nursing Home,GREENBRIAR NURSING HOME,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hampton Woods,HAMPTON WOODS,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humility House,HUMILITY HOUSE,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivy Woods Manor,IVY WOODS MANOR,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masternick Memorial,MASTERNICK MEMORIAL,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Center,PARK CENTER,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Vista Retirement Home,PARK VISTA RETIREMENT HOME,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shepherd of the Valley Boardman,SHEPHERD OF THE VALLEY BOARDMAN,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shepherd of the Valley Poland,SHEPHERD OF THE VALLEY POLAND,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Mary's Alzheimer's Center,ST MARY'S ALZHEIMER'S CENTER,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Assumption Village,THE ASSUMPTION VILLAGE,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windsor House at Canfield,WINDSOR HOUSE AT CANFIELD,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windsor House at Guardian Healthcare,WINDSOR HOUSE AT GUARDIAN HEALTHCARE,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windsor House at Omni Manor,WINDSOR HOUSE AT OMNI MANOR,20201104,OH,MAHONING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community Care and Rehab,COMMUNITY CARE AND REHABILITATION,20201104,OH,MARION,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewolfe Place,DEWOLFE PLACE,20201104,OH,MARION,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harding Pointe,HARDING POINTE,20201104,OH,MARION,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartland of Marion,HEARTLAND OF MARION,20201104,OH,MARION,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marion Pointe,MARION POINTE,20201104,OH,MARION,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Presidential,PRESIDENTIAL,20201104,OH,MARION,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altercare of Wadsworth,ALTERCARE OF WADSWORTH,20201104,OH,MEDINA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avenue at Medina,AVENUE AT MEDINA,20201104,OH,MEDINA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookdale Camelot,BROOKDALE CAMELOT,20201104,OH,MEDINA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookdale South,BROOKDALE SOUTH,20201104,OH,MEDINA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick Pointe,BRUNSWICK POINTE,20201104,OH,MEDINA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danbury,DANBURY,20201104,OH,MEDINA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inn at Coal Ridge,INN AT COAL RIDGE,20201104,OH,MEDINA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Life Care Center of Medina,LIFE CARE CENTER OF MEDINA,20201104,OH,MEDINA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samaritan,SAMARITAN,20201104,OH,MEDINA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanctuary of Medina,SANCTUARY OF MEDINA,20201104,OH,MEDINA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanctuary of Wadsworth,SANCTUARY OF WADSWORTH,20201104,OH,MEDINA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Village of Saint Edward,VILLAGE OF SAINT EDWARD,20201104,OH,MEDINA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wadsworth Pointe,WADSWORTH POINTE,20201104,OH,MEDINA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Reserve Masonic Community,WESTERN RESERVE MASONIC COMMUNITY,20201104,OH,MEDINA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willowood Care Center,WILLOWOOD CARE CENTER,20201104,OH,MEDINA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbors at Pomeroy,ARBORS AT POMEROY,20201104,OH,MEIGS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overbrook Rehabilitation Center,OVERBROOK REHABILITATION CENTER,20201104,OH,MEIGS,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Briarwood Village,BRIARWOOD VILLAGE,20201104,OH,MERCER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celina Manor,CELINA MANOR,20201104,OH,MERCER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colonial Nursing Home,COLONIAL NURSING HOME,20201104,OH,MERCER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardens of Celina,GARDENS OF CELINA,20201104,OH,MERCER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardens of St  Henry,GARDENS OF ST HENRY,20201104,OH,MERCER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurels of Shane Hill,LAURELS OF SHANE HILL,20201104,OH,MERCER,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koester Pavilion,KOESTER PAVILION,20201104,OH,MIAMI,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piqua Health and Rehabilitation,PIQUA HEALTH AND REHABILITATION,20201104,OH,MIAMI,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piqua Manor,PIQUA MANOR,20201104,OH,MIAMI,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springmeade,SPRINGMEADE,20201104,OH,MIAMI,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stillwater Nursing and Rehab,STILLWATER NURSING AND REHABILITATION,20201104,OH,MIAMI,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy Rehab and Nursing,TROY REHABILITATION AND NURSING,20201104,OH,MIAMI,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stellar Care Center,STELLAR CARE CENTER,20201104,OH,MONROE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astoria Health and Rehab,ASTORIA HEALTH AND REHABILITATION,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bethany Village,BETHANY VILLAGE,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookhaven Retirement Community,BROOKHAVEN RETIREMENT COMMUNITY,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carriage Inn of Dayton,CARRIAGE INN OF DAYTON,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centerville Health And Rehab,CENTERVILLE HEALTH AND REHABILITATION,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossroads Rehab and Nursing,CROSSROADS REHABILITATION AND NURSING,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cypress Pointe,CYPRESS POINTE,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dunbar Health and Rehab,DUNBAR HEALTH AND REHABILITATION,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmcroft of Washington Twp,ELMCROFT OF WASHINGTON TWP,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Englewood Health and Rehab,ENGLEWOOD HEALTH AND REHABILITATION,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friendship Village,FRIENDSHIP VILLAGE,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden Court,GARDEN COURT,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gem City Nursing and Rehab,GEM CITY NURSING AND REHABILITATION,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grace Brethren Village,GRACE BRETHREN VILLAGE,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grafton Oaks Nursing and Rehab,GRAFTON OAKS NURSING AND REHABILITATION,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartland of Centerville,HEARTLAND OF CENTERVILLE,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartland of Kettering,HEARTLAND OF KETTERING,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartland of Miamisburg,HEARTLAND OF MIAMISBURG,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingston of Miamisburg,KINGSTON OF MIAMISBURG,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurels of Huber Heights,LAURELS OF HUBER HEIGHTS,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurels of West Carrollton,LAURELS OF WEST CARROLLTON,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln Park Manor,LINCOLN PARK MANOR,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria Joseph Nursing Center,MARIA JOSEPH NURSING CENTER,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary Scott Nursing Center,MARY SCOTT NURSING CENTER,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Lebanon Skilled,NEW LEBANON SKILLED,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oak Creek Terrace,OAK CREEK TERRACE,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oaks of West Kettering,OAKS OF WEST KETTERING,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randall Residence,RANDALL RESIDENCE,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory and Nursing Center of Dayton,RESPIRATORY AND NURSING CENTER OF DAYTON,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside Health Center,RIVERSIDE HEALTH CENTER,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanctuary at Wilmington Place,SANCTUARY AT WILMINGTON PLACE,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiloh Springs Care Center,SHILOH SPRINGS CARE CENTER,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siena Woods,SIENA WOODS,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKLD New Lebanon,SKLD NEW LEBANON,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Social Row Transitional Care,SOCIAL ROW TRANSITIONAL CARE,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St Leonard,ST LEONARD,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stonespring of Vandalia,STONESPRING OF VANDALIA,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sycamore Glen Health Center,SYCAMORE GLEN HEALTH CENTER,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symphony at Centerville,SYMPHONY AT CENTERVILLE,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walnut Creek,WALNUT CREEK,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Widow's Home,WIDOW'S HOME,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wood Glen Alzheimer Community,WOOD GLEN ALZHEIMER COMMUNITY,20201104,OH,MONTGOMERY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highland Oaks Health Center,HIGHLAND OAKS HEALTH CENTER,20201104,OH,MORGAN,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bennington Glen,BENNINGTON GLEN,20201104,OH,MORROW,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adams Lane Care Center,ADAMS LANE CARE CENTER,20201104,OH,MUSKINGUM,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altercare Zanesville,ALTERCARE ZANESVILLE,20201104,OH,MUSKINGUM,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedar Hill Care Center,CEDAR HILL CARE CENTER,20201104,OH,MUSKINGUM,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willow Haven Nursing Home,WILLOW HAVEN NURSING HOME,20201104,OH,MUSKINGUM,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altercare,ALTERCARE,20201104,OH,NOBLE,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edgewood Manor,EDGEWOOD MANOR,20201104,OH,OTTAWA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genoa Retirement Village,GENOA RETIREMENT VILLAGE,20201104,OH,OTTAWA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ottawa Riverview Health Care Campus,OTTAWA RIVERVIEW HEALTH CARE CAMPUS,20201104,OH,OTTAWA,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Gardens of Paulding,THE GARDENS OF PAULDING,20201104,OH,PAULDING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vancrest of Payne,VANCREST OF PAYNE,20201104,OH,PAULDING,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altercare Thornville,ALTERCARE THORNVILLE,20201104,OH,PERRY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Residentials Inc,RESIDENTIALS,20201104,OH,PERRY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKLD New Lexington,SKLD NEW LEXINGTON,20201104,OH,PERRY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown Memorial,BROWN MEMORIAL,20201104,OH,PICKAWAY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Circleville Post Acute,CIRCLEVILLE POST ACUTE,20201104,OH,PICKAWAY,,Nursing Home,Nursing Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
